player,748179,748182,748183,748177,748178,748180,748181,748184,748185,748188,748186,748187,748189,748190,748197,748194,748196,748193,748191,748195,748192,748200,748201,748198,748202,748203,748204,748207,748209,748210,748208,748211,748205,748217,748214,748222,748220,748221,748230,748206,748212,748213,748218,748199,748216,748215,748231,748228,748227,748219,748237,748226,748224,748229,748223,748225,748232,748239,748234,748238,748235,748236,748233,748245,748243,748242,748240,748246,748244,748241,748252,748251,748247,748249,748253,748248,748250,748259,748254,748255,748258,748257,748256,748260,748261,748263,748265,748267,748262,748264,748266,748269,748268,748272,748274,748273,748271,748270,748277,748275,748281,748279,748280,748276,748278,748286,748282,748283,748288,748287,748285,748284,748289,748293,748295,748291,748294,748292,748290,748296,748299,748300,748302,748298,748301,748297,748308,748307,748306,748309,748303,748305,748304,748312,748314,748315,748311,748313,748310,748316,748320,748323,748318,748317,748321,748319,748322
ODE_20_Lysa DEFO,1500.0,1500.0,1576.0,1576.0,1576.0,1576.0,1576.0,1576.0,1598.0,1598.0,1598.0,1598.0,1598.0,1598.0,1598.0,1598.0,1598.0,1598.0,1598.0,1598.0,1598.0,1598.0,1592.0,1592.0,1592.0,1592.0,1592.0,1592.0,1588.0,1588.0,1588.0,1588.0,1588.0,1590.0,1590.0,1586.0,1586.0,1586.0,1586.0,1586.0,1586.0,1586.0,1586.0,1586.0,1586.0,1586.0,1586.0,1586.0,1690.0,1690.0,1690.0,1690.0,1690.0,1690.0,1690.0,1690.0,1690.0,1690.0,1690.0,1690.0,1757.0,1757.0,1757.0,1757.0,1767.0,1767.0,1767.0,1767.0,1767.0,1767.0,1767.0,1767.0,1767.0,1767.0,1767.0,1818.0,1818.0,1814.0,1814.0,1814.0,1814.0,1814.0,1814.0,1814.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2118.0,2118.0,2118.0,2118.0,2118.0,2118.0,2096.0,2096.0,2096.0,2096.0,2096.0,2096.0,2096.0,2096.0,2096.0,2096.0,2096.0,2160.0,2160.0,2160.0,2160.0,2160.0,2205.0,2205.0,2205.0,2205.0,2205.0,2235.0,2235.0,2235.0,2235.0,2235.0,2235.0,2309.0,2309.0,2309.0,2309.0,2309.0,2309.0,2309.0,2309.0,2309.0,2309.0,2309.0,2365.0,2365.0,2466.0,2466.0,2466.0,2466.0,2466.0,2466.0,2466.0
EHA_5_Anna BANG,1500.0,1500.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0
ODE_10_Anna GRUNDTVIG,1500.0,1500.0,1546.0,1546.0,1546.0,1546.0,1546.0,1546.0,1676.0,1676.0,1676.0,1676.0,1676.0,1676.0,1676.0,1676.0,1810.0,1810.0,1810.0,1810.0,1810.0,1810.0,1886.0,1886.0,1886.0,1886.0,1886.0,1886.0,1952.0,1952.0,1952.0,1952.0,1952.0,1988.0,1988.0,1988.0,1988.0,1988.0,1988.0,1988.0,1988.0,1988.0,1988.0,1988.0,1988.0,1988.0,1988.0,1988.0,2108.0,2108.0,2108.0,2108.0,2108.0,2108.0,2108.0,2108.0,2108.0,2108.0,2108.0,2108.0,2173.0,2173.0,2173.0,2173.0,2209.0,2209.0,2209.0,2209.0,2209.0,2209.0,2209.0,2209.0,2209.0,2209.0,2209.0,2211.0,2211.0,2223.0,2223.0,2223.0,2223.0,2223.0,2223.0,2223.0,2259.0,2259.0,2259.0,2259.0,2259.0,2259.0,2259.0,2259.0,2259.0,2259.0,2259.0,2259.0,2259.0,2259.0,2259.0,2259.0,2299.0,2299.0,2299.0,2299.0,2299.0,2299.0,2299.0,2299.0,2299.0,2299.0,2299.0,2335.0,2335.0,2335.0,2335.0,2335.0,2419.0,2419.0,2419.0,2419.0,2419.0,2489.0,2489.0,2489.0,2489.0,2489.0,2489.0,2489.0,2489.0,2489.0,2489.0,2489.0,2489.0,2489.0,2489.0,2489.0,2489.0,2489.0,2489.0,2489.0,2537.0,2537.0,2537.0,2537.0,2537.0,2537.0,2537.0
EHA_21_Frederikke GULMARK,1500.0,1500.0,1508.0,1508.0,1508.0,1508.0,1508.0,1508.0,1508.0,1508.0,1508.0,1508.0,1508.0,1573.0,1635.0,1635.0,1635.0,1635.0,1635.0,1635.0,1635.0,1635.0,1635.0,1635.0,1635.0,1635.0,1699.0,1699.0,1699.0,1699.0,1699.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1908.0,1908.0,1908.0,1908.0,1908.0,1908.0,1908.0,1908.0,1908.0,1908.0,1908.0,1908.0,1908.0,1998.0,1966.0,2042.0,2042.0,2042.0,2042.0,2042.0,2042.0,2042.0,2042.0,2042.0,2042.0,2068.0,2068.0,2068.0,2068.0,2068.0,2068.0,2068.0,2097.0,2097.0,2097.0,2097.0,2097.0,2097.0,2097.0,2097.0,2097.0,2232.0,2232.0,2232.0,2232.0,2276.0,2276.0,2276.0,2276.0,2276.0,2276.0,2276.0,2276.0,2276.0,2276.0,2276.0,2276.0,2398.0,2398.0,2398.0,2398.0,2398.0,2398.0,2398.0,2398.0,2398.0,2500.0,2500.0,2500.0,2500.0,2640.0,2640.0,2640.0,2640.0,2640.0,2640.0,2640.0,2640.0,2640.0,2640.0,2696.0,2696.0,2696.0,2696.0,2696.0,2696.0,2696.0,2696.0,2710.0,2710.0,2710.0,2710.0,2710.0,2710.0,2710.0,2710.0,2710.0,2713.0,2713.0,2713.0,2713.0,2775.0,2775.0,2775.0,2775.0
ODE_28_Clara Skyum THOMSEN,1500.0,1500.0,1536.0,1536.0,1536.0,1536.0,1536.0,1536.0,1675.0,1675.0,1675.0,1675.0,1675.0,1675.0,1675.0,1675.0,1679.0,1679.0,1679.0,1679.0,1679.0,1679.0,1826.0,1826.0,1826.0,1826.0,1826.0,1826.0,1838.0,1838.0,1838.0,1838.0,1838.0,1808.0,1808.0,1808.0,1808.0,1808.0,1808.0,1808.0,1808.0,1808.0,1808.0,1808.0,1808.0,1808.0,1808.0,1808.0,1964.0,1964.0,1964.0,1964.0,1964.0,1964.0,1964.0,1964.0,1964.0,1964.0,1964.0,1964.0,1964.0,1964.0,1964.0,1964.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2070.0,2070.0,2070.0,2070.0,2070.0,2070.0,2070.0,2070.0,2070.0,2114.0,2114.0,2114.0,2114.0,2114.0,2114.0,2114.0,2114.0,2114.0,2114.0,2149.0,2149.0,2149.0,2149.0,2149.0,2149.0,2171.0,2171.0,2171.0,2171.0,2171.0,2171.0,2171.0,2171.0,2171.0,2171.0,2171.0,2199.0,2199.0,2199.0,2199.0,2199.0,2245.0,2245.0,2245.0,2245.0,2245.0,2278.0,2278.0,2278.0,2278.0,2278.0,2278.0,2314.0,2314.0,2314.0,2314.0,2314.0,2314.0,2314.0,2314.0,2314.0,2314.0,2314.0,2324.0,2324.0,2432.0,2432.0,2432.0,2432.0,2432.0,2432.0,2432.0
EHA_30_Clara LERBY,1500.0,1500.0,1482.0,1482.0,1482.0,1482.0,1482.0,1482.0,1482.0,1482.0,1482.0,1482.0,1482.0,1681.0,1785.0,1785.0,1785.0,1785.0,1785.0,1785.0,1785.0,1785.0,1785.0,1785.0,1785.0,1785.0,1913.0,1913.0,1913.0,1913.0,1913.0,2011.0,2011.0,2011.0,2011.0,2011.0,2011.0,2011.0,2011.0,2011.0,2011.0,2011.0,2215.0,2215.0,2215.0,2215.0,2215.0,2215.0,2215.0,2215.0,2215.0,2215.0,2215.0,2215.0,2215.0,2463.0,2331.0,2568.0,2568.0,2568.0,2568.0,2568.0,2568.0,2568.0,2568.0,2568.0,2568.0,2632.0,2632.0,2632.0,2632.0,2632.0,2632.0,2632.0,2664.0,2664.0,2664.0,2664.0,2664.0,2664.0,2664.0,2664.0,2664.0,2748.0,2748.0,2748.0,2748.0,2816.0,2816.0,2816.0,2816.0,2816.0,2816.0,2816.0,2816.0,2816.0,2816.0,2816.0,2816.0,3020.0,3020.0,3020.0,3020.0,3020.0,3020.0,3020.0,3020.0,3020.0,3200.0,3200.0,3200.0,3200.0,3340.0,3340.0,3340.0,3340.0,3340.0,3340.0,3340.0,3340.0,3340.0,3340.0,3366.0,3366.0,3366.0,3366.0,3366.0,3366.0,3366.0,3366.0,3454.0,3454.0,3454.0,3454.0,3454.0,3454.0,3454.0,3454.0,3454.0,3616.0,3616.0,3616.0,3616.0,3697.0,3697.0,3697.0,3697.0
ODE_68_Helena ELVER,1500.0,1500.0,1530.0,1530.0,1530.0,1530.0,1530.0,1530.0,1604.0,1604.0,1604.0,1604.0,1604.0,1604.0,1604.0,1604.0,1669.0,1669.0,1669.0,1669.0,1669.0,1669.0,1745.0,1745.0,1745.0,1745.0,1745.0,1745.0,1836.0,1836.0,1836.0,1836.0,1836.0,1865.0,1865.0,2034.0,2034.0,2034.0,2034.0,2034.0,2034.0,2034.0,2034.0,2034.0,2034.0,2034.0,2034.0,2034.0,2034.0,2034.0,2034.0,2034.0,2034.0,2034.0,2034.0,2034.0,2034.0,2034.0,2034.0,2034.0,2099.0,2099.0,2099.0,2099.0,2187.0,2187.0,2187.0,2187.0,2187.0,2187.0,2187.0,2187.0,2187.0,2187.0,2187.0,2273.0,2273.0,2469.0,2469.0,2469.0,2469.0,2469.0,2469.0,2469.0,2469.0,2469.0,2469.0,2469.0,2469.0,2469.0,2469.0,2469.0,2469.0,2469.0,2529.0,2529.0,2529.0,2529.0,2529.0,2529.0,2663.0,2663.0,2663.0,2663.0,2663.0,2663.0,2663.0,2663.0,2663.0,2663.0,2663.0,2733.0,2733.0,2733.0,2733.0,2733.0,2801.0,2801.0,2801.0,2801.0,2801.0,3009.0,3009.0,3009.0,3009.0,3009.0,3009.0,3023.0,3023.0,3023.0,3023.0,3023.0,3023.0,3023.0,3023.0,3023.0,3023.0,3023.0,3184.0,3184.0,3184.0,3184.0,3184.0,3184.0,3184.0,3184.0,3184.0
EHA_10_Sofie LASSEN,1500.0,1500.0,1508.0,1508.0,1508.0,1508.0,1508.0,1508.0,1508.0,1508.0,1508.0,1508.0,1508.0,1538.0,1534.0,1534.0,1534.0,1534.0,1534.0,1534.0,1534.0,1534.0,1534.0,1534.0,1534.0,1534.0,1556.0,1556.0,1556.0,1556.0,1556.0,1592.0,1592.0,1592.0,1592.0,1592.0,1592.0,1592.0,1592.0,1592.0,1592.0,1592.0,1638.0,1638.0,1638.0,1638.0,1638.0,1638.0,1638.0,1638.0,1638.0,1638.0,1638.0,1638.0,1638.0,1730.0,1672.0,1730.0,1730.0,1730.0,1730.0,1730.0,1730.0,1730.0,1730.0,1730.0,1730.0,1764.0,1764.0,1764.0,1764.0,1764.0,1764.0,1764.0,1798.0,1798.0,1798.0,1798.0,1798.0,1798.0,1798.0,1798.0,1798.0,1812.0,1812.0,1812.0,1812.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1784.0,1784.0,1784.0,1784.0,1784.0,1790.0,1790.0,1790.0,1790.0,1790.0,1790.0,1790.0,1790.0,1790.0,1818.0,1818.0,1818.0,1818.0,1832.0,1832.0,1832.0,1832.0,1832.0,1832.0,1832.0,1832.0,1832.0,1832.0,1798.0,1798.0,1798.0,1798.0,1798.0,1798.0,1798.0,1798.0,1792.0,1792.0,1792.0,1792.0,1792.0,1792.0,1792.0,1792.0,1792.0,1810.0,1810.0,1810.0,1810.0,1810.0,1810.0,1810.0,1810.0
ODE_33_Thale Rushfeldt DEILA,1500.0,1500.0,1626.0,1626.0,1626.0,1626.0,1626.0,1626.0,1755.0,1755.0,1755.0,1755.0,1755.0,1755.0,1755.0,1755.0,1915.0,1915.0,1915.0,1915.0,1915.0,1915.0,2055.0,2055.0,2055.0,2055.0,2055.0,2055.0,2163.0,2163.0,2163.0,2163.0,2163.0,2219.0,2219.0,2407.0,2407.0,2407.0,2407.0,2407.0,2407.0,2407.0,2407.0,2407.0,2407.0,2407.0,2407.0,2407.0,2427.0,2427.0,2427.0,2427.0,2427.0,2427.0,2427.0,2427.0,2427.0,2427.0,2427.0,2427.0,2483.0,2483.0,2483.0,2483.0,2603.0,2603.0,2603.0,2603.0,2603.0,2603.0,2603.0,2603.0,2603.0,2603.0,2603.0,2679.0,2679.0,2719.0,2719.0,2719.0,2719.0,2719.0,2719.0,2719.0,2719.0,2719.0,2719.0,2719.0,2719.0,2719.0,2719.0,2719.0,2719.0,2719.0,2735.0,2735.0,2735.0,2735.0,2735.0,2735.0,2819.0,2819.0,2819.0,2819.0,2819.0,2819.0,2819.0,2819.0,2819.0,2819.0,2819.0,2985.0,2985.0,2985.0,2985.0,2985.0,2985.0,2985.0,2985.0,2985.0,2985.0,3167.0,3167.0,3167.0,3167.0,3167.0,3167.0,3359.0,3359.0,3359.0,3359.0,3359.0,3359.0,3359.0,3359.0,3359.0,3359.0,3359.0,3469.0,3469.0,3469.0,3469.0,3469.0,3469.0,3469.0,3469.0,3469.0
