player,team_code,team_name,final_rating,games,primary_position,is_goalkeeper,elite_status,rating_change
LINE BERGGREN LARSEN,SKB,Skanderborg Håndbold,1926.2,30,PL,False,LEGENDARY,525.7
KRISTIN THORLEIFSDÓTTIR,HHE,Horsens Håndbold Elite,1822.3,29,PL,False,LEGENDARY,424.4
MAI KRAGBALLE,HHE,Horsens Håndbold Elite,1804.8,29,PL,False,LEGENDARY,402.4
HENNY REISTAD,TES,Team Esbjerg,1742.3,27,PL,False,LEGENDARY,343.8
NORA MØRK,TES,Team Esbjerg,1728.6,33,HB,False,LEGENDARY,498.4
STINE JØRGENSEN,KBH,København Håndbold,1704.8,31,VB,False,LEGENDARY,305.8
DIONE HOUSHEER,ODE,Odense Håndbold,1692.6,37,HB,False,LEGENDARY,289.9
JANE MEJLVANG,RIN,Ringkøbing Håndbold,1680.4,30,PL,False,LEGENDARY,278.2
INGVILD BAKKERUD,IKA,Ikast Håndbold,1668.1,33,VB,False,LEGENDARY,266.6
MOA HÖGDAHL,NFH,Nykøbing F. Håndbold,1647.7,13,PL,False,LEGENDARY,248.3
SOFIA DEEN,AAU,Aarhus United,1633.9,30,PL,False,LEGENDARY,232.8
MIE HØJLUND,ODE,Odense Håndbold,1616.6,31,PL,False,LEGENDARY,236.6
MARIELLE MARTINSEN,VHK,Viborg HK,1608.5,27,PL,False,LEGENDARY,210.2
KRISTINE BREISTØL,TES,Team Esbjerg,1607.2,33,PL,False,LEGENDARY,208.0
AMALIE WULFF,NFH,Nykøbing F. Håndbold,1594.8,31,PL,False,LEGENDARY,196.6
HELENE KINDBERG,KBH,København Håndbold,1593.5,32,PL,False,LEGENDARY,210.5
CHRISTINA PEDERSEN,VHK,Viborg HK,1592.7,32,PL,False,LEGENDARY,304.3
ANNA BERGER WIERZBA,AAU,Aarhus United,1590.1,29,PL,False,LEGENDARY,261.4
NATASJA ANDREASEN,SVK,Silkeborg-Voel KFUM,1589.6,26,PL,False,LEGENDARY,189.3
MARIT RØSBERG JACOBSEN,TES,Team Esbjerg,1574.4,27,HF,False,LEGENDARY,212.7
SIMONE PETERSEN,IKA,Ikast Håndbold,1557.2,36,PL,False,LEGENDARY,158.5
STINE SKOGRAND,IKA,Ikast Håndbold,1544.3,36,HB,False,LEGENDARY,190.2
KRISTINA KRISTIANSEN,NFH,Nykøbing F. Håndbold,1539.8,35,PL,False,LEGENDARY,141.5
LINE UNO,SJK,SønderjyskE Kvindehåndbold,1517.3,31,PL,False,LEGENDARY,230.7
ANNA GRUNDTVIG,AJK,Ajax København,1510.4,26,VF,False,LEGENDARY,129.2
STINE OPSTRUP KRISTENSEN,SKB,Skanderborg Håndbold,1507.0,16,HB,False,LEGENDARY,107.2
EMMA LINDQVIST,IKA,Ikast Håndbold,1503.8000000000002,35,HB,False,LEGENDARY,152.9
RIKKE HOFFBECK PETERSEN,SJK,SønderjyskE Kvindehåndbold,1501.1999999999998,29,VF,False,LEGENDARY,103.1
MICHALA MØLLER,TES,Team Esbjerg,1494.8,36,PL,False,LEGENDARY,225.7
ELMA HALILCEVIC,ODE,Odense Håndbold,1490.1,31,VF,False,LEGENDARY,98.9
KAJA KAMP NIELSEN,TES,Team Esbjerg,1486.6,35,ST,False,LEGENDARY,167.4
HENRIETTE HANSEN,SKB,Skanderborg Håndbold,1482.6,28,HF,False,LEGENDARY,239.9
CECILIE SPECHT,AJK,Ajax København,1481.6,26,HB,False,LEGENDARY,168.4
LOUISE ELLEBÆK,SJK,SønderjyskE Kvindehåndbold,1474.3,20,PL,False,LEGENDARY,74.8
TYRA AXNÉR,NFH,Nykøbing F. Håndbold,1473.3000000000002,30,PL,False,LEGENDARY,265.9
EMMA FRIIS,IKA,Ikast Håndbold,1470.1,28,VF,False,LEGENDARY,126.9
ALBERTE KIELSTRUP,NFH,Nykøbing F. Håndbold,1469.2,33,HB,False,LEGENDARY,250.8
RIKKE IVERSEN,TES,Team Esbjerg,1462.4,34,ST,False,LEGENDARY,110.5
SOFIE BARDRUM,NFH,Nykøbing F. Håndbold,1462.0,34,ST,False,LEGENDARY,155.8
ANDREA WEST BENDTSEN,SVK,Silkeborg-Voel KFUM,1455.9,32,PL,False,LEGENDARY,129.7
SOFIE FLADER,KBH,København Håndbold,1454.6,22,PL,False,LEGENDARY,57.0
SARAH IVERSEN,IKA,Ikast Håndbold,1454.0,32,ST,False,LEGENDARY,97.7
HELENA ELVER,ODE,Odense Håndbold,1445.3,37,PL,False,LEGENDARY,117.1
FREJA COHRT,KBH,København Håndbold,1437.9,28,VF,False,LEGENDARY,126.7
ALBERTE EBLER,AAU,Aarhus United,1427.8,27,HB,False,LEGENDARY,209.0
ANNIKA MEYER,HHE,Horsens Håndbold Elite,1421.8,30,ST,False,LEGENDARY,188.2
ALBERTE SIMONSEN,VHK,Viborg HK,1421.5,26,ST,False,LEGENDARY,66.9
JUNE BØTTGER,AAU,Aarhus United,1420.0,29,VF,False,LEGENDARY,99.2
