player,team_code,team_name,final_rating,games,primary_position,is_goalkeeper,elite_status,rating_change
MATHILDE NEESGAARD,AAU,Aarhus United,1785.8,29,PL,False,LEGENDARY,385.3
MARIELLE MARTINSEN,AAU,Aarhus United,1741.3000000000002,30,PL,False,LEGENDARY,354.6
CECILIE MØRCH HANSEN,SKB,Skanderborg Håndbold,1723.6,28,PL,False,LEGENDARY,377.7
INGVILD BAKKERUD,IKA,Ikast Håndbold,1711.1,34,VB,False,LEGENDARY,312.3
HENNY REISTAD,TES,Team Esbjerg,1703.8,31,PL,False,LEGENDARY,370.8
KRISTINE BREISTØL,TES,Team Esbjerg,1689.0,31,PL,False,LEGENDARY,289.8
SIMONE PETERSEN,IKA,Ikast Håndbold,1681.5,35,PL,False,LEGENDARY,296.3
EIRA AUNE,SVK,Silkeborg-Voel KFUM,1668.5,30,PL,False,LEGENDARY,266.4
STINE JØRGENSEN,KBH,København Håndbold,1666.4,29,VB,False,LEGENDARY,290.6
KRISTINA KRISTIANSEN,NFH,Nykøbing F. Håndbold,1660.4,34,PL,False,LEGENDARY,262.1
DIONE HOUSHEER,ODE,Odense Håndbold,1641.2,31,PL,False,LEGENDARY,238.5
JANE MEJLVANG,RIN,Ringkøbing Håndbold,1633.8000000000002,26,PL,False,LEGENDARY,302.6
LINE BERGGREN LARSEN,SKB,Skanderborg Håndbold,1627.6,28,PL,False,LEGENDARY,315.8
METTE TRANBORG,TES,Team Esbjerg,1623.4,32,HB,False,LEGENDARY,280.6
LOUISE ELLEBÆK,SJK,SønderjyskE Kvindehåndbold,1592.4,26,VB,False,LEGENDARY,333.7
KRISTIN THORLEIFSDÓTTIR,HHE,Horsens Håndbold Elite,1585.7,28,PL,False,LEGENDARY,239.4
MIE HØJLUND,ODE,Odense Håndbold,1565.9,24,VB,False,LEGENDARY,168.1
SOFIE FLADER,NFH,Nykøbing F. Håndbold,1560.3000000000002,31,PL,False,LEGENDARY,265.4
NATASJA ANDREASEN,SVK,Silkeborg-Voel KFUM,1550.4,30,PL,False,LEGENDARY,235.3
MOA HÖGDAHL,VHK,Viborg HK,1550.1,21,PL,False,LEGENDARY,159.7
STINE SKOGRAND,IKA,Ikast Håndbold,1534.4,33,HB,False,LEGENDARY,184.2
ELMA HALILCEVIC,NFH,Nykøbing F. Håndbold,1531.0,33,VF,False,LEGENDARY,263.9
AMALIE WULFF,NFH,Nykøbing F. Håndbold,1525.1,32,PL,False,LEGENDARY,260.2
ANNA GRUNDTVIG,AJK,Ajax København,1523.2,30,VF,False,LEGENDARY,207.9
VILDE MORTENSEN INGSTAD,TES,Team Esbjerg,1521.6,32,ST,False,LEGENDARY,195.7
MELISSA PETRÉN,VHK,Viborg HK,1518.4,16,PL,False,LEGENDARY,118.0
HELENE KINDBERG,SVK,Silkeborg-Voel KFUM,1507.7,19,HB,False,LEGENDARY,195.0
RIKKE HOFFBECK PETERSEN,SKB,Skanderborg Håndbold,1502.4,28,VF,False,LEGENDARY,487.4
