player,team_code,team_name,final_rating,games,primary_position,is_goalkeeper,elite_status,rating_change
LASSE KJÆR MØLLER,GOG,GOG,1688.1,24,VB,False,LEGENDARY,287.3
JOHAN MEKLENBORG,TTH,TTH Holstebro,1623.5,24,PL,False,LEGENDARY,225.4
NIKOLAJ ØRIS NIELSEN,BSH,Bjerringbro-Silkeborg,1620.9,24,PL,False,LEGENDARY,218.1
NIKOLAJ LÆSØ,ARH,Århus Håndbold,1580.0,24,PL,False,LEGENDARY,247.0
AARON MENSING,SJH,SønderjyskE Herrehåndbold,1558.9,24,PL,False,LEGENDARY,207.7
SEBASTIAN SKUBE,BSH,Bjerringbro-Silkeborg,1553.9,22,PL,False,LEGENDARY,155.0
CHRIS HOLM JØRGENSEN,KIF,KIF Kolding,1553.6,24,PL,False,LEGENDARY,187.5
JANUS SMARÁSON,AAH,Aalborg Håndbold,1537.0,21,PL,False,LEGENDARY,176.6
NIKOLAJ MARKUSSEN,BSH,Bjerringbro-Silkeborg,1536.3,22,PL,False,LEGENDARY,184.0
ANDERS KRAGH MARTINUSEN,ARH,Århus Håndbold,1528.1999999999998,23,PL,False,LEGENDARY,178.1
EIVIND TANGEN,SKH,Skjern Håndbold,1525.6,24,HB,False,LEGENDARY,188.5
ERIK THORSTEINSEN TOFT,MTH,Mors-Thy Håndbold,1522.9,22,VB,False,LEGENDARY,138.2
JESPER KONRADSSON,SKH,Skjern Håndbold,1514.1,24,PL,False,LEGENDARY,132.7
TORBEN PETERSEN,ARH,Århus Håndbold,1513.9,24,PL,False,LEGENDARY,181.2
MAGNUS BRAMMING,TTH,TTH Holstebro,1486.9,24,VF,False,LEGENDARY,165.3
MATTIAS THYNELL,KIF,KIF Kolding,1465.3,22,VB,False,LEGENDARY,203.7
JOHAN HANSEN,BSH,Bjerringbro-Silkeborg,1462.1,24,HF,False,LEGENDARY,204.5
JACOB LASSEN,BSH,Bjerringbro-Silkeborg,1449.2,24,PL,False,LEGENDARY,143.3
KASPER SØNDERGAARD,SKH,Skjern Håndbold,1442.3000000000002,22,HB,False,LEGENDARY,114.9
RUNAR KARASON,REH,Ribe-Esbjerg HH,1440.2,23,HB,False,LEGENDARY,219.5
JENS PESCHARDT,KIF,KIF Kolding,1437.2,24,PL,False,LEGENDARY,183.3
TOBIAS ELLEBÆK,AAH,Aalborg Håndbold,1433.7,24,VB,False,LEGENDARY,149.5
OLIVER NØDDESBO EGGERT,SJH,SønderjyskE Herrehåndbold,1433.5,24,PL,False,LEGENDARY,95.5
MAGNUS SAUGSTRUP,AAH,Aalborg Håndbold,1429.1,24,ST,False,LEGENDARY,106.7
BJARTE MYRHOL,SKH,Skjern Håndbold,1425.2,17,ST,False,LEGENDARY,99.0
HENRIK MØLLGAARD,AAH,Aalborg Håndbold,1420.8,24,PL,False,LEGENDARY,190.7
PETER BALLING,TTH,TTH Holstebro,1414.4,23,HB,False,LEGENDARY,108.8
KRISTIAN STOKLUND LARSEN,FHK,Fredericia Håndbold Klub,1411.2,24,PL,False,LEGENDARY,256.7
MADS KJELDGAARD ANDERSEN,BSH,Bjerringbro-Silkeborg,1410.8,23,PL,False,LEGENDARY,129.2
EMIL JAKOBSEN,GOG,GOG,1410.3,23,VF,False,LEGENDARY,166.8
